accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_034782895.1	60463	Agapornis fischeri	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T08:55:04.347	317597	141422	5508	19141
GCA_041107755.1	2202412	Leptophis mexicanus	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T08:54:04.013	561807	290614	5497	75049723
GCA_034780835.1	175436	Ctenochaetus striatus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.420	162258	64898	5483	22986680
GCA_025448235.2	2868390	Buteogallus gundlachii	Scaffold	SPAdes v. 2023	Illumina	2022-03-11T14:24:31.493	797257	792820	5480	5556
GCA_034783495.1	2588674	Millerichthys robustus	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T09:20:03.577	338535	255480	5445	19168897
GCA_042902875.1	39023	Micrurus diastema	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.330	990822	955228	5421	6228
GCA_028566695.1	2709347	Bagroides melapterus	Scaffold	SPAdes v. 2021	Illumina	2020-04-18T09:24:04.546	170812	65481	5413	19799886
GCA_029814465.1	223981	Ostorhinchus cyanosoma	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T17:28:05.156	282545	134248	5389	34084005
GCA_049176195.1	409307	Parailia congica	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.233	302053	224772	5342	14891975
GCA_043110025.1	42165	Atractaspis microlepidota	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.083	630497	596518	5338	5950
GCA_032274765.1	879509	Malacoctenus tetranemus	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T17:44:05.077	164344	82490	5315	15709155
GCA_043091265.1	190824	Crotaphopeltis hotamboeia	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.107	915383	881955	5289	5989
GCA_044758865.1	933631	Sphaerodactylus glaucus	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.510	884281	840290	5245	5986
GCA_043091005.1	382754	Psammophis punctulatus	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.207	774529	746416	5233	5858
GCA_032468095.1	211648	Pareas carinatus	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.680	584266	421728	5229	92338
GCA_047292435.1	1233666	Andersonia leptura	Scaffold	SPAdes v. 2024	Illumina	2024-12-24T11:28:04.213	174571	92547	5175	16214784
GCA_025674565.1	566409	Synodontis membranacea	Scaffold	SPAdes v. 2021	Illumina	2020-04-25T08:03:03.950	246152	126277	5167	20840118
GCA_029783625.1	238054	Naso annulatus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.430	226330	113586	5166	26000844
GCA_046270065.1	102192	Ophisaurus attenuatus	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.990	775193	674866	5159	8181
GCA_040967695.1	507958	Megascops choliba	Scaffold	SPAdes v. 2024	Illumina	2024-05-02T08:33:04.843	396573	121169	5127	24337974
GCA_046269945.1	35017	Thamnophis saurita	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.520	1052924	1023038	5116	5720
GCA_043111325.1	1401211	Phrynonax poecilonotus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.663	1229888	1191716	5106	5707
GCA_050511815.1	3357324	Maratecoara gesmonei	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:05.143	884767	819159	5105	11935
GCA_046118395.1	334415	Haemulon plumierii	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.070	231537	107013	5097	25809302
GCA_029814525.1	512322	Fowleria aurita	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:15:04.926	344737	193329	5084	38000181
GCA_034783455.1	57423	Micropsitta finschii	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T11:51:04.367	320236	138020	5081	19230
GCA_041108295.1	57657	Morus capensis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:28:04.403	615831	218635	5078	67852564
GCA_049180815.1	308083	Kribia nana	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.803	603313	555837	5072	8372
GCA_030264315.1	96889	Sardinella tawilis	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T10:26:03.883	231411	156615	5018	14877911
GCA_046270025.1	186574	Amphiesma stolatum	Scaffold	SPAdes v. 2023	Illumina	2024-11-01T07:52:05.253	748354	713129	5005	5654
GCA_046270665.1	326588	Leptodactylus rhodomystax	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.383	560578	531206	4982	5234
GCA_031762435.1	941719	Hypsolebias longignatus	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T20:16:03.380	230041	61410	4975	35973555
GCA_043090695.1	8722	Bothrops asper	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.097	848709	813985	4954	5615
GCA_028570945.1	390447	Gogo arcuatus	Scaffold	SPAdes v. 2021	Illumina	2020-07-21T07:28:04.163	220977	89658	4949	24105726
GCA_048287475.1	317242	Elacatinus puncticulatus	Scaffold	SPAdes v. 2024	Illumina	2024-07-20T17:52:04.067	235704	147638	4898	14118259
GCA_027123675.1	348445	Molva macrophthalma	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:22:03.763	155691	40556	4871	20738524
GCA_025728095.1	255567	Prietella phreatophila	Scaffold	SPAdes v. 2021	Illumina	2020-04-17T19:59:04.016	229134	38178	4857	27156169
GCA_049180835.1	1104213	Distichodus atroventralis	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.527	478982	420312	4848	9228
GCA_041296175.1	345736	Campethera caroli	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.430	961639	521055	4818	28678804
GCA_046269645.1	2202122	Atractaspis fallax	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.057	559746	523821	4810	5351
GCA_047291995.1	3362623	Amarginops platus	Scaffold	SPAdes v. 2024	Illumina	2024-12-17T12:20:04.980	266841	141487	4806	19972907
GCA_025447935.1	309859	Barnardius zonarius	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T11:07:04.886	320288	126453	4802	19184
GCA_047748275.1	1296664	Boiga ceylonensis	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:59:04.820	485493	448148	4794	5486
GCA_030068315.1	2969113	Chrysichthys thysi	Scaffold	SPAdes v. 2022	Illumina	2023-01-19T08:58:03.700	277252	184066	4783	15811586
GCA_031762315.1	941708	Hypsolebias antenori	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T18:26:03.573	251023	68959	4773	37176277
GCA_029814485.1	1458044	Erythrotriorchis buergersi	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T13:43:04.916	315290	5263	4771	40688424
GCA_025769995.1	2809284	Xyliphius kryptos	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T12:21:03.853	419378	345205	4768	6882
GCA_037974565.1	1042452	Clupeocharax schoutedeni	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.533	302432	239191	4746	8815
GCA_041108175.1	3150999	Pardipicus nivosus	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.546	1174495	867675	4717	28483382
GCA_041108415.1	59950	Eurillas latirostris	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.613	909798	633399	4717	63414263
GCA_043658435.1	1174471	Ophthalmolebias ilheusensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.413	688750	585271	4696	24042734
GCA_046270465.1	3148108	Fowlea asperrima	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.027	820317	787824	4679	5261
GCA_041296035.1	638140	Fibramia lateralis	Scaffold	SPAdes v. 2023	Illumina	2023-12-02T11:12:05.403	464460	304482	4677	35185431
GCA_049181115.1	2969111	Chrysichthys dendrophorus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.057	418757	301947	4668	20165163
GCA_024331665.1	151759	Amazona autumnalis	Scaffold	SPAdes v. 2021	Illumina	2021-04-24T11:21:04.980	893015	699757	4664	17050
GCA_028566435.1	1312669	Scorpiodoras heckelii	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.836	291439	170623	4658	19543527
GCA_043656995.1	681533	Mochlus sundevallii	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.590	1108394	1055108	4635	5914
GCA_026260075.1	385310	Sisor rabdophorus	Scaffold	SPAdes v. 2021	Illumina	2020-03-31T08:23:08.233	171855	119702	4630	6657973
GCA_044758155.1	56268	Bubo virginianus	Scaffold	SPAdes v. 2024	Illumina	2024-07-21T19:23:03.857	405057	55559	4629	91425632
GCA_037974605.1	206426	Nannopetersius ansorgii	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.610	310167	243898	4616	9301
GCA_025802295.1	186598	Psammodynastes pulverulentus	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.696	378801	103289	4604	69323547
GCA_044008395.1	290508	Thecadactylus rapicauda	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.383	1023093	968525	4577	5408
GCA_031762355.1	1874641	Hypsolebias martinsi	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T18:33:03.620	258238	71106	4571	36776552
GCA_046270265.1	1125755	Lycodon aulicus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.060	917402	884150	4571	5074
GCA_046270545.1	171155	Kentropyx calcarata	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.907	1168589	1109922	4566	6137
GCA_050511835.1	1380420	Notholebias vermiculatus	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:05.203	1159329	1079916	4561	19410230
GCA_032274425.1	495914	Falco moluccensis	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:56.780	383999	23926	4538	66769359
GCA_046270985.1	1296994	Dendrelaphis caudolineolatus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.277	561384	531175	4526	5073
GCA_043090665.1	323608	Anolis tropidonotus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.620	833029	493781	4522	198463375
GCA_049180775.1	1042430	Alestes liebrechtsii	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.137	944927	881322	4515	7238
GCA_043658295.1	60332	Atlantirivulus santensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.220	780110	690432	4488	21950268
GCA_046766395.1	143410	Tomopterna cryptotis	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.320	502759	490150	4454	4568
GCA_028567035.1	120835	Melanotaenia mubiensis	Scaffold	SPAdes v. 2022	Illumina	2022-05-18T15:46:03.890	208966	11986	4445	34996001
GCA_048604585.1	658910	Chloephaga hybrida	Scaffold	SPAdes v. 2025	Illumina	2025-01-26T08:33:03.920	438787	32016	4408	81934700
GCA_032468115.1	292832	Grayia smithii	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T12:07:03.910	613975	424630	4398	93166
GCA_024331685.1	2023049	Stegophilus panzeri	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T12:14:04.556	909751	805131	4340	18713203
GCA_034783435.1	1002726	Agapornis swindernianus	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T08:53:03.830	378515	177922	4333	18154
GCA_049180535.1	310929	Gymnallabes typus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.110	587300	489578	4333	16159205
GCA_032274725.1	152543	Malacoctenus triangulatus	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T17:53:03.283	198007	106902	4331	15039719
GCA_046269845.1	141898	Anolis lemurinus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T08:23:04.530	735925	379962	4307	248603908
GCA_046270325.1	1296312	Ahaetulla pulverulenta	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.297	1059797	1024040	4300	4860
GCA_047748175.1	392934	Microsynodontis batesii	Scaffold	SPAdes v. 2024	Illumina	2024-09-18T09:35:07.487	271671	136471	4299	21489436
GCA_032466675.1	870969	Forpus modestus	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.310	379261	152341	4247	18236
GCA_042902835.1	153723	Hemidactylus brookii	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.130	1179370	1097201	4241	5231
GCA_046118535.1	183608	Nerodia floridana	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.967	1596788	1555755	4194	4701
GCA_045718405.1	2696967	Microcambeva jucuensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.460	2163460	2150826	4190	4309
GCA_048321175.1	3358969	Paraliparis voroninorum	Scaffold	SPAdes v. 2024	Illumina	2024-12-15T14:41:04.637	152592	14391	4187	21610871
GCA_046269905.1	2137779	Aparallactus lunulatus	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.010	508075	477265	4181	4583
GCA_046270125.1	479894	Leptodactylus longirostris	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.917	545555	522215	4175	4445
GCA_044008015.1	467733	Phrynobatrachus minutus	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.183	791307	775854	4169	4321
GCA_050511675.1	105032	Anablepsoides ornatus	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:04.580	740060	636391	4149	22623212
GCA_046270305.1	1296998	Dendrelaphis schokari	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.160	799754	766776	4146	4603
GCA_050573675.1	105030	Atlantirivulus haraldsiolii	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:04.627	676150	573401	4123	22222250
GCA_031763565.1	244075	Amazona festiva	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.403	394704	172242	4121	18318
GCA_032468235.1	1175435	Pseudoxyrhopus heterurus	Scaffold	SPAdes v. 2021	Illumina	2021-12-18T08:05:13.723	577929	370324	4098	103616
GCA_038406075.1	75833	Anas aucklandica	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T11:33:03.783	657339	249629	4087	45397007
GCA_032468215.1	2200754	Stegonotus admiraltiensis	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T13:16:03.396	837256	642501	4085	79980
GCA_046269585.1	1079898	Tomopterna kachowskii	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.530	531702	517554	4082	4188
GCA_050511735.1	1874642	Hypsolebias faouri	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:05.050	517558	401026	4077	22894199
GCA_044758215.1	2790342	Conraua beccarii	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.500	880901	858003	4073	4249
GCA_032273985.1	1395016	Hypsolebias coamazonicus	Scaffold	SPAdes v. 2023	Illumina	2023-07-25T12:10:04.313	280752	159341	4041	20820465
GCA_047291975.1	175845	Bycanistes subcylindricus	Scaffold	SPAdes v. 2024	Illumina	2024-10-25T08:28:04.940	374269	32259	4035	35969881
GCA_026413445.1	1071673	Dolichallabes microphthalmus	Scaffold	SPAdes v. 2021	Illumina	2020-04-25T07:40:03.730	302446	208229	4029	14939722
GCA_027123235.1	89950	Merluccius paradoxus	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T11:51:03.256	173222	103132	4003	12610890
GCA_044335585.1	427721	Imantodes gemmistratus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.547	1040810	1007321	3972	4352
GCA_043110085.1	338837	Telescopus dhara	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.217	1500020	1454690	3951	4500
GCA_027560395.1	39328	Boaedon fuliginosus	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.636	753228	583668	3950	62558
GCA_036919935.1	120850	Melanotaenia affinis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.003	311701	70508	3941	32971018
GCA_036872955.1	632108	Serinus citrinella	Scaffold	SPAdes v. 2023	Illumina	2023-12-26T11:21:04.843	359710	15071	3933	73962719
GCA_044758845.1	3118896	Atlantirivulus jurubatibensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.533	962870	866427	3910	21779748
GCA_044474425.1	1159292	Drymobius margaritiferus	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:28:05.920	903923	862336	3892	4345
GCA_046118135.1	327786	Rypticus nigripinnis	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.123	318910	177886	3882	21426932
GCA_029814585.1	2943265	Gymnapogon annona	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:19:03.770	311835	203061	3876	21669972
GCA_046118595.1	201446	Pseudelaphe flavirufa	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:11.013	1754745	1709459	3841	4302
GCA_027564555.1	156757	Buteo swainsoni	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T17:40:04.136	417679	8226	3836	37049087
GCA_050511795.1	941670	Hypsolebias janaubensis	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:05.103	900154	820172	3835	5892
GCA_027122715.1	80722	Trisopterus minutus	Scaffold	SPAdes v. 2021	Illumina	2021-09-03T13:19:19.463	163999	41712	3779	20854992
GCA_029783685.1	466131	Heniochus monoceros	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.470	222237	25329	3773	28936508
GCA_043090545.1	427726	Leptodeira frenata	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.153	889663	855023	3727	4104
GCA_027497735.1	87718	Cyprinella lepida	Scaffold	SPAdes v. 2022	Illumina	2022-02-13T09:05:03.530	261205	73488	3726	27913647
GCA_037177115.1	69135	Craterocephalus stercusmuscarum	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.507	313911	185554	3724	25082807
GCA_043656835.1	1328047	Philothamnus battersbyi	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.640	826548	791101	3704	4078
GCA_046269525.1	2039360	Ptychadena harenna	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.470	548157	531364	3692	3812
GCA_046244955.1	2202404	Imantodes tenuissimus	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.027	1028112	990320	3658	4010
GCA_049176595.1	3358869	Parailia spiniserrata	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.293	406327	297950	3594	14671215
GCA_030068295.1	2578379	Euristhmus nudiceps	Scaffold	SPAdes v. 2023	Illumina	2023-01-19T08:40:06.436	376911	199669	3593	34521721
GCA_046270285.1	1342835	Ptychadena neumanni	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:11.023	648304	615071	3564	3874
GCA_025674545.1	1312468	Hassar affinis	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.770	297189	179336	3561	17936206
GCA_034782535.1	2911133	Accipiter rhodogaster	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T16:02:04.240	464072	42346	3555	25720993
GCA_029814645.1	316378	Fowleria isostigma	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:17:04.890	526220	346128	3540	35218611
GCA_033118015.1	1748001	Loricariichthys derbyi	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T09:14:04.010	419979	389545	3540	3950
GCA_029874875.1	238063	Naso minor	Scaffold	SPAdes v. 2022	Illumina	2022-12-30T08:35:04.183	468519	341782	3536	23522670
GCA_046269985.1	699588	Ninia sebae	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.040	692997	658100	3535	3873
GCA_026930925.1	2763549	Chelictinia riocourii	Scaffold	SPAdes v. 2022	Illumina	2021-10-11T14:45:06.023	393244	11953	3501	40052610
GCA_037177135.1	120804	Melanotaenia caerulea	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.037	238978	12586	3494	33916178
GCA_032468135.1	2905135	Calamaria suluensis	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.583	595453	431810	3488	37019
GCA_026413485.1	445392	Osteogeneiosus militaris	Scaffold	SPAdes v. 2021	Illumina	2021-09-30T09:55:05.406	52404	2752	3467	8865367
GCA_041107575.1	1118853	Vireo carmioli	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T15:01:04.367	430242	117513	3458	32587501
GCA_027123545.1	80723	Trisopterus esmarkii	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T11:43:04.566	177955	48018	3455	20524175
GCA_044474665.1	3103405	Hypsolebias gongobira	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.503	1042258	933600	3455	20351612
GCA_030264335.1	345190	Enicognathus leptorhynchus	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.480	392141	133873	3444	18648
GCA_032468015.1	143666	Mimophis mahfalensis	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.653	905380	710676	3427	46823
GCA_027122575.1	2705414	Merluccius polylepis	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:41:04.033	185689	114738	3412	11846886
GCA_044474745.1	3118898	Hypsolebias lulai	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.513	1022840	911242	3405	16724046
GCA_043110175.1	1107400	Loriculus vernalis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.320	1144581	933209	3402	13343
GCA_026931265.2	2879190	Tropidonophis doriae	Scaffold	SPAdes v. 2023	Illumina	2022-01-26T12:01:08.743	703744	693335	3400	3479
GCA_032468195.1	46267	Cerberus rynchops	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.600	627335	415657	3368	72084
GCA_024361725.1	303305	Pionus maximiliani	Scaffold	SPAdes v. 2021	Illumina	2021-04-09T13:41:05.010	585266	253601	3366	17655
GCA_028565295.1	927817	Aspidoras spilotus	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T11:51:05.213	439100	355488	3345	6436
GCA_040967315.1	163115	Phycis blennoides	Scaffold	SPAdes v. 2024	Illumina	2021-09-03T13:19:19.437	210008	119948	3333	14968648
GCA_044758785.1	3105885	Hypsolebias bonita	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.493	1053074	936408	3329	14117
GCA_026213055.1	321095	Leucopternis melanops	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T16:42:04.153	397439	8032	3322	30029271
GCA_046270605.1	2837952	Dipsas brevifacies	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.870	1238582	1189522	3321	3681
GCA_046269705.1	1212713	Ninia diademata	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.070	692423	656849	3319	3636
GCA_043110945.1	617237	Trioceros harennae	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.723	985607	923407	3313	3842
GCA_044758465.1	1342833	Ptychadena erlangeri	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.670	970555	954940	3308	3402
GCA_028566355.1	238597	Doras micropoeus	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.753	307303	171404	3304	19548071
GCA_046270525.1	1296992	Dendrelaphis bifrenalis	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.267	1181627	1132798	3295	3778
GCA_034509265.1	3029100	Microcambeva bendego	Scaffold	SPAdes v. 2023	Illumina	2023-09-25T17:39:03.597	939890	856387	3294	12713763
GCA_041108155.1	98116	Cisticola cherina	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.267	1067300	818286	3284	21548922
GCA_042902895.1	617161	Trioceros balebicornutus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.713	1327036	1265414	3283	3774
GCA_050573715.1	1395010	Atherinomorus duodecimalis	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.270	1011320	863581	3271	28658551
GCA_028564905.1	238627	Leptodoras praelongus	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.813	309577	187112	3267	16998478
GCA_034780575.1	136816	Labeobarbus marequensis	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.400	615656	347309	3255	9809295
GCA_037177195.1	120845	Melanotaenia eachamensis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.060	261914	27976	3242	32094174
