accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
035593325	382	384	32	31	1	0	464	2889	38	Iridian	Other	Illumina
035593885	388	391	27	27	0	0	411	2946	39	Iridian	Other	Illumina
035594005	9639	46737	2355	2351	3	1	804	219	90	Other	Other	Illumina
035594765	26091274	288964324	3349	3317	24	8	15	26	57	Other	Other	HiFi
035609425	39766707	41385296	3386	3340	45	1	3	1	45	Other	Other	HiFi
035610435	40764	87420	2827	2823	4	0	436	122	68	Other	Other	Illumina
035610455	42069	129028	2925	2922	3	0	380	75	66	Other	Other	Illumina
035610475	16509	82204	2776	2772	4	0	482	123	69	Other	Other	Illumina
035666275	1069603	93605039	3378	3367	10	1	1	11	110	Other	Other	CLR
035771395	68740	91830945	3307	3169	24	114	57	25	109	Other	Other	Illumina
035772895	132711	9113078	3267	3261	6	0	32	91	67	Other	Other	Illumina
035773235	59200000	82041474	3379	3355	21	3	3	8	53	Other	Other	PacBio
035839065	15945059	102769032	3386	3344	42	0	1	3	40	Other	Other	HiFi
036010255	79957542	79957542	3383	3315	12	56	2	5	70	Other	Other	ONT
036023395	38472	71084588	3317	3316	1	0	54	19	66	Iridian	Other	Illumina
036023535	7654	7654	2304	2294	10	0	822	248	57	Other	Other	Illumina
036023655	21702	21702	2492	2483	9	0	736	152	64	Other	Other	Illumina
036023675	2400	2400	858	853	3	2	1631	872	59	Other	Other	Illumina
036023855	28302	28302	2744	2737	7	0	532	100	54	Other	Other	Illumina
036023955	2295	2295	1120	840	276	4	1580	653	67	Other	Other	Illumina
036023975	6494	6494	32	32	0	0	49	3309	2	Other	Other	Illumina
036024015	10403	10403	2085	2079	6	0	976	309	73	Other	Other	Illumina
036024135	4537	4537	2009	1997	12	0	1014	353	66	Other	Other	Illumina
036024195	2058	2058	1249	1056	191	2	1439	668	70	Other	Other	Illumina
036024235	1581	1581	1024	1021	3	0	1495	838	46	Other	Other	Illumina
036024295	20782	20782	2528	2520	8	0	711	140	51	Other	Other	Illumina
036024475	5104	5104	1437	1432	4	1	1371	558	54	Other	Other	Illumina
036024515	1490	1490	515	512	2	1	1752	1080	33	Other	Other	Illumina
036024535	1260	1260	866	749	112	5	1607	859	67	Other	Other	Illumina
036024575	3778	3778	1456	1453	3	0	1435	470	42	Other	Other	Illumina
036024655	1616	1616	1036	1034	2	0	1536	783	46	Other	Other	Illumina
036024715	4910	4910	1644	1640	4	0	1335	378	47	Other	Other	Illumina
036024795	6528	6528	2173	2156	16	1	881	316	46	Other	Other	Illumina
036024835	3265	3265	1309	1305	3	1	1566	489	51	Other	Other	Illumina
036024875	1097	1097	500	499	1	0	1620	1233	47	Other	Other	Illumina
036024995	16419	16419	2506	2499	7	0	736	137	61	Other	Other	Illumina
036025115	4378	4378	2211	2206	4	1	937	231	83	Other	Other	Illumina
036025135	1387	1387	670	669	1	0	1766	901	46	Other	Other	Illumina
036025195	2362	2362	1299	1296	3	0	1403	656	59	Other	Other	Illumina
036025235	1115	1115	711	709	1	1	1596	1048	36	Other	Other	Illumina
036025355	4671	4671	1730	1725	4	1	1306	327	63	Other	Other	Illumina
036025375	1624	1624	1138	1131	7	0	1487	725	50	Other	Other	Illumina
036025475	8471	8471	2004	1999	5	0	993	381	47	Other	Other	Illumina
036025515	1123	1123	664	661	2	1	1551	1121	39	Other	Other	Illumina
036025615	2435	2435	1171	1167	3	1	1618	570	57	Other	Other	Illumina
036025635	2141	2141	1239	1235	4	0	1455	667	62	Other	Other	Illumina
036025815	4143	4143	1187	1179	7	1	1506	664	55	Other	Other	Illumina
036025875	1719	1719	1003	1000	3	0	1597	744	48	Other	Other	Illumina
036025885	3462	3462	1615	1611	4	0	1234	518	47	Other	Other	Illumina
036025915	1510	1510	792	786	4	2	1637	920	36	Other	Other	Illumina
036025975	2852	2852	1266	1255	8	3	1453	639	45	Other	Other	Illumina
036026055	40957	71497810	3300	3296	3	1	70	20	71	Iridian	Other	Illumina
036026075	24698	71762008	3239	3235	3	1	117	33	120	Iridian	Other	Illumina
036026295	35290	71518970	3340	3332	5	3	29	21	62	Iridian	Other	Illumina
036026335	16249	76248003	3315	3313	2	0	66	9	72	Iridian	Other	Illumina
036026395	8738	76135208	3289	3288	1	0	70	30	162	Iridian	Other	Illumina
036026575	6417	19117	1867	1865	2	0	1213	287	147	Iridian	Other	Illumina
036172295	17712045	145208759	3385	3283	44	58	3	2	514	Other	Other	ONT
036173005	365534	605787	3162	3146	16	0	121	106	124	Other	Other	PacBio
036178185	5908986	23043945	3347	3337	10	0	5	38	156	Other	Other	ONT
036184795	13597559	125076325	3383	3351	12	20	2	5	60	Other	Other	PacBio
036245035	94839	25536797	3309	3285	23	1	51	28	104	Other	Other	Illumina
036245685	128104	47486379	3202	1851	1347	4	110	77	304	Other	Other	Illumina
036247105	3631979	37322513	3363	3323	39	1	15	12	57	Other	Other	PacBio
036250175	13500	83203680	2348	2271	26	51	504	532	350	Other	Other	Illumina
036250195	10748000	369309484	3324	3290	30	4	19	47	59	Other	Other	HiFi
036250305	16136	16360	2313	2306	7	0	861	209	68	Other	Other	Illumina
036250325	18129	19409	2341	2329	12	0	836	204	64	Other	Other	Illumina
036250545	1515056	28139914	3346	3311	34	1	15	29	126	Other	Other	ONT
036250565	3504	84221	2270	2268	2	0	648	466	321	Iridian	Other	Illumina
036250585	296967	331161	3138	3045	21	72	215	34	103	Other	Other	PacBio
036250615	12384	157086141	2694	2685	7	2	335	357	155	Other	Other	Illumina
036321115	20443437	22864281	3384	3374	9	1	2	4	57	Other	Other	HiFi
036321145	31656669	42111825	3349	3302	45	2	6	35	57	Other	Other	HiFi
036321365	32281321	40719892	3307	3290	14	3	8	75	56	Other	Other	HiFi
036323735	64250101	137014596	3379	3297	16	66	2	9	55	Other	Other	PacBio
036324505	7582354	26674500	3361	3357	3	1	5	24	184	Other	Other	PacBio
036324585	2611138	43613322	3354	3334	19	1	13	23	325	Other	Other	PacBio
036324595	3182242	44089792	3361	3315	44	2	10	19	279	Other	Other	PacBio
036325905	58464897	137608147	3373	3261	34	78	4	13	104	Other	Other	PacBio
036326025	1736634	41634777	3199	3162	36	1	31	160	488	Other	Other	PacBio
036346035	29586366	29586366	3380	3377	2	1	2	8	54	Other	Other	PacBio
036346955	28651707	147241050	3372	3261	19	92	7	11	196	Other	Other	PacBio
036365135	2496000	27008067	3364	3332	31	1	21	4	281	Other	Other	ONT
036365145	25878816	25878816	3340	3295	11	34	12	38	133	Other	Other	ONT
036365155	27799564	27799564	3322	3291	11	20	12	56	181	Other	Other	ONT
036365185	42680980	42680980	3379	3340	8	31	3	8	95	Other	Other	ONT
036418095	26085954	32557555	3375	3350	24	1	4	11	69	Other	Other	HiFi
036419115	17972633	17972633	3369	3325	44	0	15	6	102	Other	Other	ONT
036426205	164230	76695647	2663	2650	12	1	442	280	194	Other	Other	PacBio
036562045	42906106	166556632	3325	3309	3	13	12	53	77	Other	Other	ONT
036571765	112802	17010411	3326	3288	37	1	36	28	164	Other	Other	CLR
036583965	8724871	70679835	3269	3255	11	3	46	75	527	Other	Other	PacBio
036589455	7542955	7560531	3364	3280	18	66	21	5	1399	Other	Other	ONT
036630365	20125189	20125189	3382	3371	11	0	2	6	59	Other	Other	HiFi
036768555	3693	29736806	3004	2994	8	2	228	158	450	Other	Other	Illumina
036784685	3726849	3854451	3360	3359	1	0	17	13	80	Other	Other	ONT
036784905	32348965	33862838	3372	3245	125	2	5	13	76	Other	Other	HiFi
036785055	43111614	148530947	3383	3365	14	4	2	5	47	Other	Other	HiFi
036785175	25347879	25347879	3380	3346	33	1	3	7	81	Other	Other	HiFi
036785185	5438777	5438777	3347	3317	22	8	23	19	77	Other	Other	ONT
036785325	149954	6939959	3044	2599	444	1	120	225	261	Other	Other	HiFi
036785375	305059	4435174	3153	1996	1149	8	88	149	184	Other	Other	HiFi
036785435	14693	35743838	3214	1946	1262	6	120	55	133	Other	Other	PacBio
036785525	14257025	35933337	3384	3367	16	1	4	2	54	Other	Other	HiFi
036785705	7715064	7715064	3377	3352	25	0	5	8	66	Other	Other	HiFi
036785785	74147329	78002329	3388	3353	25	10	2	0	47	Other	Other	HiFi
036850595	1671045	24273491	3365	3204	161	0	13	12	101	Other	Other	ONT
036851205	21249	62827110	3282	3280	2	0	84	24	83	Iridian	Other	Illumina
036851935	588596	53782622	3296	2126	1159	11	42	50	265	Other	Other	PacBio
036872935	847	2819249	309	0	309	0	1206	1871	643	Iridian	Other	Illumina
036872955	3933	73962719	3012	3006	6	0	254	124	362	Iridian	Other	Illumina
036873005	14221	72550393	2497	2493	2	2	498	395	362	Iridian	Other	Illumina
036873025	1117	1229	326	317	7	2	1329	1690	276	Iridian	Other	Illumina
036873505	36743	71879038	3291	3286	4	1	68	31	84	Iridian	Other	Illumina
036873585	677	17579406	1651	1649	2	0	1006	729	783	Iridian	Other	Illumina
036873605	32370	79881237	3323	3323	0	0	55	12	60	Iridian	Other	Illumina
036873685	13663	26904	2240	2239	1	0	952	186	99	Iridian	Other	Illumina
036873795	16796	25297968	3297	3293	4	0	64	29	82	Iridian	Other	Illumina
036873835	920	930	352	335	16	1	1490	1509	51	Iridian	Other	Illumina
036873895	7752	9634	1329	1327	2	0	1447	589	118	Iridian	Other	Illumina
036877525	7708888	7953129	3350	2057	1286	7	15	25	124	Other	Other	ONT
036877545	22050	26393	2909	2285	622	2	360	119	64	Other	Other	Illumina
036877575	14418	16618	2758	2047	703	8	483	143	65	Other	Other	Illumina
036877585	10787	12177	2391	1894	492	5	719	264	64	Other	Other	Illumina
036877625	9958	10723	2485	1766	717	2	680	210	65	Other	Other	Illumina
036884735	3451085	45716562	3358	1104	2252	2	19	13	259	Other	Other	ONT
036900835	2473122	144352171	3233	3214	15	4	56	101	47	Other	Other	HiFi
036919915	6413	34397202	3047	3042	5	0	264	77	167	Iridian	Other	Illumina
036919935	3941	32971018	3306	3303	3	0	53	30	127	Iridian	Other	Illumina
036919955	11178	32040781	3348	3344	4	0	26	16	60	Iridian	Other	Illumina
036919975	9005	32112094	3327	3323	4	0	48	15	123	Iridian	Other	Illumina
036924035	9667060	35077053	3381	3373	7	1	1	8	64	Other	Other	HiFi
036924315	345529	345529	2503	2443	58	2	97	788	201	Other	Other	HiFi
036925125	10592639	58864636	3374	3369	5	0	2	14	51	Other	Other	HiFi
036934945	2468404	66338746	3370	1912	1455	3	13	7	203	Other	Other	ONT
036937225	14264469	34620701	3384	3360	23	1	3	3	57	Other	Other	HiFi
036937825	1788968	23172855	3354	3088	264	2	6	30	162	Other	Other	CLR
036937835	24748353	24748353	3386	3377	9	0	2	2	58	Other	Other	HiFi
036939035	793	793	216	216	0	0	1473	1663	23	Other	Other	Illumina
036971965	61249120	101856247	3375	3319	8	48	7	8	66	Other	Other	CLR
036983055	13633080	26114681	3379	3372	6	1	6	5	64	Other	Other	PacBio
036984225	122429	467125	3206	3187	7	12	157	25	70	Other	Other	ONT
036984245	252440	13252734	3352	3287	13	52	28	10	57	Other	Other	Illumina
036984385	12981	27744	2809	2788	19	2	455	116	45	Other	Other	Illumina
037013535	39629392	269041945	3363	3345	14	4	6	21	117	Other	Other	HiFi
037013685	10406399	72486765	3378	3375	3	0	2	10	65	Other	Other	ONT
037014315	46011	4022383	3290	3286	4	0	54	46	81	Other	Other	Illumina
037014365	64079	3083642	3319	3314	4	1	32	39	70	Other	Other	Illumina
037022325	1029	1029	596	487	107	2	1762	984	39	Other	Other	Illumina
037022345	1177	1177	414	412	2	0	1722	1211	33	Other	Other	Illumina
037039965	19371520	22273047	3347	3336	10	1	14	29	118	Other	Other	HiFi
037042795	25845000	70606200	3379	3369	7	3	4	7	54	Other	Other	HiFi
037043045	11305392	267790965	3331	3314	15	2	10	49	70	Other	Other	ONT
037043125	61020890	142604627	3386	3261	13	112	2	2	66	Other	Other	HiFi
037043235	2949010	2964661	3319	3281	38	0	33	38	73	Other	Other	PacBio
037043355	4768860	107121482	3317	3306	9	2	21	52	41	Other	Other	HiFi
037055225	17311133	270035755	3333	3325	6	2	10	47	64	Other	Other	ONT
037101425	9879208	33649237	3374	3348	26	0	3	13	59	Other	Other	Illumina
037113585	63948927	143749486	3383	3370	7	6	3	4	40	Other	Other	ONT
037127405	810402	195716378	3304	3284	15	5	20	66	76	Other	Other	CLR
037127435	4730001	43315830	3370	3305	64	1	12	8	62	Other	Other	PacBio
037176925	19500	23735783	3341	3335	6	0	40	9	86	Iridian	Other	Illumina
037176975	14693	37777	2544	2533	11	0	654	185	108	Iridian	Other	Illumina
037176995	3010	26976407	2524	2515	8	1	608	251	516	Iridian	Other	Illumina
037177035	8176	26755797	3011	3007	4	0	265	114	160	Iridian	Other	Illumina
037177055	9726	29713486	3101	3095	6	0	201	87	146	Iridian	Other	Illumina
037177075	3678	26002992	2643	2632	11	0	510	235	359	Iridian	Other	Illumina
037177095	2751	22864330	1370	1366	4	0	1203	812	572	Iridian	Other	Illumina
037177115	3724	25082807	2843	2833	10	0	361	179	235	Iridian	Other	Illumina
037177135	3494	33916178	2675	2671	4	0	494	220	402	Iridian	Other	Illumina
037177155	7965	33157352	3149	3145	4	0	180	61	193	Iridian	Other	Illumina
037177175	5748	32332949	3340	3335	5	0	37	12	82	Iridian	Other	Illumina
037177195	3242	32094174	2379	2370	9	0	531	480	371	Iridian	Other	Illumina
037177255	9821	31942912	3342	3339	3	0	30	18	78	Iridian	Other	Illumina
037177315	31356	25513677	3344	3336	8	0	37	8	69	Iridian	Other	Illumina
037177335	8420	24207475	3108	3101	7	0	202	78	165	Iridian	Other	Illumina
037177355	12206	32608281	3339	3335	4	0	38	13	60	Iridian	Other	Illumina
037177375	784	33956472	329	329	0	0	1356	1703	664	Iridian	Other	Illumina
037177435	9812	32338701	3218	3212	6	0	134	37	114	Iridian	Other	Illumina
037177455	1753	31230968	613	2	611	0	1267	1504	551	Iridian	Other	Illumina
037177475	1376	29801387	216	0	216	0	1089	2080	453	Iridian	Other	Illumina
037177495	12620	32368829	3336	3330	6	0	36	18	74	Iridian	Other	Illumina
037177515	10010	27312785	3137	3132	5	0	186	65	128	Iridian	Other	Illumina
037177535	8191	23729656	3115	3110	5	0	200	74	137	Iridian	Other	Illumina
037177555	133706131	153473417	3388	3325	26	37	0	2	48	Other	Other	PacBio
037177565	1423	18952413	693	692	0	1	1365	1326	640	Iridian	Other	Illumina
037178815	11211737	22548167	3315	3231	84	0	13	62	146	Other	Other	ONT
037194245	5275600	24759753	3348	3185	163	0	13	29	223	Other	Other	CLR
037194315	3083372	23620797	3341	3290	51	0	20	29	86	Other	Other	CLR
037194365	9007218	20996025	3358	3174	184	0	16	16	71	Other	Other	HiFi
037215915	28315126	145441293	3333	3299	31	3	12	45	53	Other	Other	HiFi
037218355	68969317	76569693	3386	3376	9	1	3	1	49	Other	Other	ONT
037305975	37751291	72274759	3382	3375	7	0	1	7	56	Other	Other	HiFi
037367245	2541092	132691761	3291	3207	79	5	14	85	202	Other	Other	CLR
037367255	3298286	3298286	3281	3256	20	5	27	82	124	Other	Other	PacBio
037367275	14430	24597955	3189	3183	5	1	157	40	89	Iridian	Other	Illumina
037367295	10562	35462944	3138	3130	7	1	180	71	116	Iridian	Other	Illumina
037367305	4113497	4113497	3281	3254	21	6	22	87	60	Other	Other	PacBio
037367365	9609	31465259	3091	3085	6	0	216	81	138	Iridian	Other	Illumina
037389245	504681	30386322	3301	3289	11	1	59	30	172	Other	Other	ONT
037447515	84745168	141826808	3387	3372	10	5	2	1	47	Other	Other	HiFi
037504845	4586804	36599732	3327	3304	23	0	20	43	77	Other	Other	HiFi
037575465	66322725	66322725	3317	3295	18	4	19	54	64	Other	Other	HiFi
037575895	81061439	81061439	3357	3294	27	36	2	31	53	Other	Other	PacBio
037576675	26692	24674314	3270	3254	16	0	77	43	78	Other	Other	Illumina
037576815	11686	24378914	3262	3239	22	1	77	51	100	Other	Other	Illumina
037576825	21776	24393753	3243	3225	18	0	89	58	98	Other	Other	Illumina
037576955	6635	16047	2008	1999	9	0	983	382	161	Iridian	Other	Illumina
037576975	8064	24745	2216	2202	14	0	811	341	156	Iridian	Other	Illumina
037577075	3240	5515	1573	1566	6	1	1200	602	210	Iridian	Other	Illumina
037577115	11153	17074015	2582	2570	12	0	641	161	96	Iridian	Other	Illumina
037577145	7563	20024	2193	2179	13	1	840	345	150	Iridian	Other	Illumina
037577275	9816	14417897	2148	2132	16	0	896	332	129	Iridian	Other	Illumina
037577295	6239	11776	1897	1882	15	0	1012	469	124	Iridian	Other	Illumina
037577455	15260	23726107	3204	3189	15	0	114	72	140	Other	Other	Illumina
037577475	15241685	29421943	3381	3353	28	0	1	8	51	Other	Other	HiFi
037577625	10884	24225320	3270	3256	14	0	72	48	106	Other	Other	Illumina
037577785	3452	20461794	2781	2765	16	0	418	188	453	Other	Other	Illumina
037783145	25995503	85145959	3385	3363	13	9	2	3	56	Other	Other	ONT
037784275	40037053	53397825	3386	3373	8	5	3	1	90	Other	Other	PacBio
037790555	14072964	56411370	3369	3171	196	2	9	12	151	Other	Other	ONT
037832545	5585	8631	1995	1983	12	0	957	423	132	Iridian	Other	Illumina
037833715	36243	23766699	3373	3363	10	0	15	2	46	Iridian	Other	Illumina
037834095	48384	72073535	3301	3298	2	1	70	19	69	Iridian	Other	Illumina
037834455	10440	63080309	3307	3126	161	20	49	34	97	Iridian	Other	Illumina
037837765	20730791	74747089	3372	3353	16	3	5	13	59	Other	Other	HiFi
037900795	466638	464180742	3310	3277	31	2	27	53	85	Other	Other	ONT
037902135	1176850	1176850	3349	3318	26	5	34	7	94	Other	Other	PacBio
037950665	31487454	34471165	3372	3341	30	1	7	11	125	Other	Other	ONT
037950675	28747666	33452159	3374	3341	33	0	5	11	65	Other	Other	PacBio
037953595	26508943	26508943	3386	3373	13	0	2	2	35	Other	Other	ONT
037953605	25204291	27959869	3388	3374	14	0	0	2	35	Other	Other	ONT
037954235	15598637	29908936	3382	3372	10	0	4	4	76	Other	Other	CLR
037954325	14696506	18701801	3361	3342	19	0	11	18	103	Other	Other	CLR
037974335	5319141	109841703	3276	3228	43	5	19	95	64	Other	Other	PacBio
037974365	11165	16221220	2406	2379	25	2	693	274	114	Iridian	Other	Illumina
037974385	9635	18549339	2347	2329	17	1	727	306	134	Iridian	Other	Illumina
037974405	9415	15448678	2122	2108	13	1	886	370	161	Iridian	Other	Illumina
037974425	3725	6407	1710	1699	11	0	1126	540	190	Iridian	Other	Illumina
037974445	7919	45766	2159	2144	14	1	836	376	128	Iridian	Other	Illumina
037974465	7031	25240	1969	1953	13	3	953	460	160	Iridian	Other	Illumina
037974485	6995	17413	2110	2097	13	0	893	371	147	Iridian	Other	Illumina
037974525	1015	1518	337	334	1	2	1293	1736	244	Iridian	Other	Illumina
037974565	4746	8815	1771	1761	10	0	1127	481	193	Iridian	Other	Illumina
037974585	2804	4962	1501	1486	11	4	1180	677	230	Iridian	Other	Illumina
037974605	4616	9301	1890	1878	10	2	1016	471	172	Iridian	Other	Illumina
037975005	8684000	53081851	3382	3381	1	0	6	1	71	Other	Other	HiFi
037975065	190274	9959163	3324	3235	89	0	51	14	89	Other	Other	BGI
037975115	317973	25929763	3305	3289	16	0	63	22	68	Other	Other	BGI
037975165	281611	4684412	3330	3288	42	0	42	18	76	Other	Other	BGI
037975185	207803	4575177	3257	3110	147	0	102	30	89	Other	Other	BGI
038048745	72486006	170815331	3334	3062	270	2	9	47	65	Other	Other	HiFi
038048895	335	344	76	74	2	0	446	2863	53	Iridian	Other	Illumina
038048925	16465	35803	2222	1700	516	6	845	313	104	Other	Other	PacBio
038087045	2275447	2275447	3326	3267	58	1	22	42	459	Other	Other	CLR
038087055	1203325	1203325	3270	3252	17	1	53	67	273	Other	Other	CLR
038087065	1006743	1006743	3202	3176	24	2	66	122	346	Other	Other	CLR
038087875	150120	58719002	2004	1938	65	1	213	1173	199	Other	Other	HiFi
038088225	8147501	36229164	3369	3362	6	1	4	17	56	Other	Other	HiFi
038088235	31873553	33346874	3367	3331	36	0	8	15	65	Other	Other	HiFi
038088365	32504617	67151499	3386	3243	20	123	0	4	88	Other	Other	HiFi
038088395	62468626	62468626	3386	3366	4	16	2	2	49	Other	Other	HiFi
038090675	114429	4323047	3240	3168	23	49	48	102	62	Other	Other	PacBio
038090715	186647	23868549	3312	3304	8	0	50	28	113	Other	Other	Illumina
038363315	701221	42457289	3271	3251	17	3	56	63	970	Other	Other	PacBio
038380795	17811915	74038366	3374	3369	5	0	4	12	62	Other	Other	HiFi
038381655	40679	75153721	3329	3329	0	0	51	9	55	Iridian	Other	Illumina
038381715	9633	76845102	3251	3247	1	3	112	27	169	Iridian	Other	Illumina
038381815	1710	17280	1202	1201	1	0	1507	660	398	Iridian	Other	Illumina
038381965	38439	75223119	3312	3312	0	0	61	15	72	Iridian	Other	Illumina
038382005	43300	75993314	3326	3325	0	1	59	5	86	Iridian	Other	Illumina
038382085	7925	76688683	3298	3297	1	0	76	16	105	Iridian	Other	Illumina
038406055	30953	75318589	3358	3354	4	0	26	6	55	Iridian	Other	Illumina
038406075	4087	45397007	3111	3109	2	0	221	54	263	Iridian	Other	Illumina
038406095	8583	76347336	3320	3319	1	0	49	21	116	Iridian	Other	Illumina
038406115	2381	25405368	2740	2730	9	1	501	147	397	Iridian	Other	Illumina
038406135	2734	65489854	2860	2856	4	0	374	156	440	Iridian	Other	Illumina
038406155	13897	23876	2187	2186	1	0	991	197	76	Iridian	Other	Illumina
038406215	8733	76108805	3309	3304	4	1	63	17	129	Iridian	Other	Illumina
038406335	3026	66839636	3225	3224	0	1	122	42	202	Iridian	Other	Illumina
038406475	5967	27345486	3287	3282	3	2	81	21	100	Iridian	Other	Illumina
038406705	376	383	19	19	0	0	368	2998	31	Iridian	Other	Illumina
